time,activity,pain,gain,stu_id,time_type,time_hr,time_min
09.00,ออกจากบ้าน,หัวหน้าให้ออกแม้WFH,แวะซื้อของระหว่างเดินทาง,6220422025,,09,00
09.10,ขึ้นรถไฟฟ้าไปทำงาน,บ้านไกลจากที่ทำงาน,ได้แวะระหว่างทางบ้าง,6220422025,,09,10
09.40,ถึงที่ทำงาน,กลัว covid-19,ได้เจอเพื่อนร่วมงาน,6220422025,,09,40
10.00,ประชุม,มี issue ต้องคุยกับทีมอื่น,ได้ทำความเข้าใจมากขึ้น,6220422025,,10,00
12.00,กินอาหารกลางวัน,หิว,เม้ามอยด์กับทีม,6220422025,,12,00
13.00,ซื้อชาไข่มุก,อยากกินน้ำหวาน,อารมณ์ดี,6220422025,,13,00
13.15,ทำงาน,งานค้าง,งานมี progress,6220422025,,13,15
15.30,ชงกาแฟ,ง่วง เมื่อย,เดินยืดเส้นยืดสาย,6220422025,,15,30
15.45,ทำงานต่อ,งานค้าง,งานเกือบเสร็จ,6220422025,,15,45
17.00,ประชุม,ไม่เข้าใจงานที่ได้รับมอบหมาย,เข้าใจงาน สามารถทำงานที่ได้รับได้,6220422025,,17,00
18.00,ทำงาน,งานค้าง,งานมี progress,6220422025,,18,00
19.00,วิ่งสวนสาธารณะ,เหนื่อยง่าย,สุขภาพดีขึ้น,6220422025,,19,00
20.30,ขึ้นรถกลับบ้าน,อยากนอน,ฟังเพลงระหว่างเดินทาง,6220422025,,20,30
21.20,ลงรถไฟฟ้า,เดินไกล,ซื้ออาหารเย็นระหว่างทางเดินไปคอนโด,6220422025,,21,20
21.30,กินอาหารเย็นเบาๆ,หิว,ไม่หิวก่อนนอน,6220422025,,21,30
22.00,อาบน้ำ,เหม็นเหงื่อและสิ่งสกปรก,ผ่อนคลาย ตัวหอมและสดชื่น,6220422025,,22,00
22.30,เป่าผม,หัวเปียก,ดูแลสุขภาพผม,6220422025,,22,30
22.40,ดูซีรีย์,เหนื่อยมาทั้งวัน,ผ่อนคลาย คุยกับเพื่อนรู้เรื่อง,6220422025,,22,40
23.30,เรียนคอร์สออนไลน์,ตามโลกการทำงานไม่ทัน,พัฒนาตนเอง,6220422025,,23,30
00.30,เข้านอน,ง่วง,พักผ่อน,6220422025,,00,30
05.00,Wake-up,Feel not refreshing,More day time,6220422026,,05,00
05.30,Read online content,No updates from multiple web,Updated news and technology,6220422026,,05,30
06.00,Review materials & tasks,,Done almost high pioritoes,6220422026,,06,00
07.00,Outdoor exercise & shower,High PM2.5 and PM10,,6220422026,,07,00
08.00,Breakfast,Same as yesterday,,6220422026,,08,00
08.30,Garden,Idle stand in each area,,6220422026,,08,30
08.45,Coffee,Travel to have good coffee,,6220422026,,08,45
09.00,Team meeting,Always over time,,6220422026,,09,00
09.30,Clear emails & admin tasks,Email composition takes time,Notify to colleages and partners,6220422026,,09,30
10.00,Deal with customers,Customer cannot talk,More understanding to close sales,6220422026,,10,00
11.00,Solve and sourcing,A lot of products and services,A fit solution for budget and tech.,6220422026,,11,00
12.00,Lunch,Hot outside but wanna be outside,,6220422026,,12,00
13.00,Follow up partners,Long talk but less conclusion,Better delivery and services,6220422026,,13,00
14.00,Coordinate meeting,Listen a lot for little progress,,6220422026,,14,00
17.00,Clear office tasks,A lot of call for next steps,,6220422026,,17,00
18.00,Play with children,"Not enough light, a lot  mosquitos",,6220422026,,18,00
19.00,Dinner,Take time for good meals,,6220422026,,19,00
19.30,Watch & Listen,Favorites must wait for next week,Same story and rythm with family,6220422026,,19,30
20.30,Bathing,A lot of drain,Relax body and mind,6220422026,,20,30
21.00,Read a book,Not enough time to summarize,More deep understanding,6220422026,,21,00
21.30,Plan tomorrow tasks,Lost some information,Summarize  important and todos,6220422026,,21,30
22.00,Sleep to deep,More hours for freshy in morning,No dream better organization,6220422026,,22,00
07.00,ตื่นนอน,ง่วงมาก ลืมตาแทบไม่ขึ้น,ตื่นไปทำงานทัน,6220422027,,07,00
07.30,อาบน้ำ แต่งตัวไปทำงาน,ไม่อยากอาบน้ำ น้ำเย็นมาก,ตัวสะอาดไปทำงาน,6220422027,,07,30
08.15,เดินไปทำงาน,ไม่อยากเดินตอนเช้าๆ เร่งรีบ,ไม่เสียเงินค่าเดินทาง เพราะที่พักอยู่ใกล้ที่ทำงาน,6220422027,,08,15
08.30,ซื้อกาแฟไปดื่มที่ทำงาน,ง่วง ไม่มีอารมณ์ทำงาน,กระตุ้นให้หายง่วง มีแรงทำงาน,6220422027,,08,30
10.30,อัพรูปตอนเที่ยวลง facebook,อยากไปเที่ยว แต่ติดช่วง COVID ทำให้ไปไม่ได้,สบายใจ แก้เบื่อ,6220422027,,10,30
12.00,สั่งอาหารเที่ยงผ่าน Food panda,ไม่อยากออกไปซื้อเอง แถวที่ทำงานไม่มีร้านอร่อย อากาศร้อน กลัว COVID,ได้กินอาหารที่อยากกินทันพักเที่ยง,6220422027,,12,00
16.30,เลิกงาน เดินกลับห้อง,แดดร้อน คนค่อนข้างเยอะ,ได้กลับบ้านเร็ว,6220422027,,16,30
17.00,แวะซื้อของกินที่ 7-11,หิว หาอะไรรองท้องก่อนออกกำลังกาย,กินแล้วมีแรงออกกำลังกาย,6220422027,,17,00
18.30,ออกกำลังกาย ตามคลิปที่ห้อง,ขี้เกียจออกกำลังกาย เหนื่อย,หุ่นดี สุขภาพดี,6220422027,,18,30
20.00,อาบน้ำ,ยังไม่หายเหนื่อยจากออกกำลังกาย,ร่างกายสะอาด สดชื่น,6220422027,,20,00
20.20,เดินไปที่ตู้เย็น หานมดื่ม,ท้องร้อง หิวหลังออกกำลังกาย,อิ่มท้อง,6220422027,,20,20
20.30,เล่น social หาเพลงที่ชอบฟัง,หาอะไรทำแก้เบื่อ บิ้วตัวเองก่อนทำการบ้าน,อารมณ์ดี มีแรงทำการบ้าน,6220422027,,20,30
21.30,ทำการบ้าน ป.โท,ขี้เกียจทำการบ้าน ใช้เวลานาน ง่วง,การบ้านเสร็จทันเวลา,6220422027,,21,30
23.30,สวดมนต์ และเข้านอน,ง่วงนอน ไม่อยากตื่นไปทำงานสาย,นอนหลับเต็มที่ ตื่นไปทำงานทัน,6220422027,,23,30
6,ตื่นนอน,ง่วงนอน ไม่อยากลุกจากเตียง,,6220422029,,06,00
6.15,ขับรถไปบ้านย่า,,,6220422029,,06,15
6.4,ตักบาตร,,เพื่อความสบายใจ,6220422029,,06,40
7,ออกกำลังกายแบบ Cardio,เหนื่อย,หุ่นปัง,6220422029,,07,00
7.4,อัดคลิปออกกำลังกาย,,ถ่ายรูปลง story facebook/IG,6220422029,,07,40
8,อาบน้ำ แต่งตัว,ขี้เกียจแต่งตัว,แต่งเพื่อให้ตัวเองทีกำลังใจทำงาน,6220422029,,08,00
8.3,กินข้าวเช้า,,,6220422029,,08,30
9,เริ่มทำงานประจำที่รัก,ขี้เกียจทำงาน,,6220422029,,09,00
10.3,คั้นน้ำส้ม ทำ Black orange coffee,,สดชื่น มีแรงทำงาน,6220422029,,10,30
11,ทำงาน(ต่อ),,,6220422029,,11,00
12,ทำกับข้าว,ไม่อยากกินคลีน ไม่อร่อย,"Low sodium,sugar",6220422029,,12,00
12.3,กินข้าวกลางวัน,,,6220422029,,12,30
12.5,ล้างจาน,,,6220422029,,12,50
13,เริ่มงานช่วงบ่าย,,,6220422029,,13,00
15.45,ส่งงานเจ้านายครบตามกำหนด,,ทำงานดี ไม่ต้องตามแก้อีก,6220422029,,15,45
16,หาข้อมูลต้นไม้ เตรียมเปิดเพจ เฌอ'ตอม,,ลูกค้าชอบ แย่งกันซื้อ,6220422029,,16,00
17,กินข้าวเย็น,,,6220422029,,17,00
17.2,เดินดูต้นไม้+ถ่ายรูป,,ลง Social เกร๋ๆ,6220422029,,17,20
18,นั่งพูดคุยกับญาติผู้ใหญ่+เล่นกับหมา,,,6220422029,,18,00
19,ออกกำลังกายแบบ Weight Trainning,เหนื่อย,หุ่นปัง,6220422029,,19,00
20.15,ท่องโลกอิเตอร์เน็ต ดูหนัง ฟังเพลง เช็ค social,,,6220422029,,20,15
22,อาบน้ำนอน,,,6220422029,,22,00
22.2,ทำการบ้าน,,งานเสร็จแล้วเราจะสบาย,6220422029,,22,20
0,สวดมนต์,ง่วงนอน,ฝึกตัวเองให้มีสมาธิที่ดี,6220422029,,00,00
0.15,เข้านอน,,,6220422029,,00,15
08.00,Wake up,I don't want to get up,,6220422031,,08,00
08.05,Play smart phone,,I see other people post and their happiness,6220422031,,08,05
08.20,Play ROV,,I gain my happiness to play game,6220422031,,08,20
09.00,Take a shower,,Cleaned,6220422031,,09,00
09.20,Eat breakfast,I bored because of eating scramble egg and bread again,,6220422031,,09,20
09.35,Read a book,,Today I read the story about how to do gardening ,6220422031,,09,35
10.00,go to GYM,Muscle pain,"more strength for my body, Healthier",6220422031,,10,00
12.00,Lunch time,,I'm full because of Pizza I bought from Italian Restaurant,6220422031,,12,00
13.00,go shopping,Lose money,I pay what I want,6220422031,,13,00
15.00,arrive home,,,6220422031,,15,00
15.15,Watch Netflix,,watching series that I can't watch during Mon- Fri,6220422031,,15,15
18.00,Dinner ,,Delicious food I gain my happiness,6220422031,,18,00
18.30,Family time,,Watch movie at home with my mom,6220422031,,18,30
20.00,Read Textbook,Difficult subject makes me despondent,,6220422031,,20,00
22.00,Play ROV,,Happy,6220422031,,22,00
1900-01-01,Bed time,,Rest,6220422031,,00,00
07.00,นาฬิกาปลุก ครั้งแรก,สลึมสลือ ง่วงนอนอยู่,กด check-in COVID-19 (Health Check ของบริษัท),6220422067,,07,00
07.30,นาฬิกาปลุก ครั้งที่สอง,รู้สึกขี้เกียจ ไม่อยากลุก,ตื่นเพื่อมีเวลาเตรียมตัวก่อนทำงาน,6220422067,,07,30
07.40,อาบน้ำ,หนาว,สดชื่น และตื่นเต็มที่,6220422067,,07,40
08.00,ทำงาน แบบ Work from home,การไม่ได้แต่งตัวออกจากบ้าน  ทำให้ไม่ได้ใส่ชุดทำงานใหม่ๆ,ไม่ต้องเสียเวลาเลือกเสื้อผ้า แต่งตัว ทำงานได้เลย พร้อมกับจิบกาแฟและอาหารเช้าเบาๆไปพร้อมกัน,6220422067,,08,00
08.10,จิบกาแฟและอาหารเช้าเบาๆไปพร้อมกัน,กินไปพร้อมกับทำงานไปด้วย  ไม่ค่อยสะดวกนัก,ประหยัดเวลา  ทำให้ไม่ต้องตื่นเช้าเผื่อเวลากินก่อนเข้างาน,6220422067,,08,10
09.00,ใช้ MS Team และ Line เป็นหลักในการทำงาน,"ปัญหาสัญญาณ Internet ไม่แรงพอ  การ call, meeting สะดุด
สิ่งแวดล้อมมีเสียงรบกวน  ขาดสมาธิในการทำงาน",การประชุมสามารถรองรับคนจำนวนได้มากขึ้นกว่าเดิม  จากเดิมที่ต้องหาห้องประชุมให้พอกับจำนวนคน,6220422067,,09,00
12.00,ออกไป ทานข้าวที่ cosmo bazaar,เสียเวลาเดินทางช่วงพักเที่ยง  แม้จะใช้เวลาแค่ 20 นาที  ,มีอาหารอร่อยๆให้เลือกเยอะ,6220422067,,12,00
13.00,ไปนั่งทำงานช่วงบ่ายที่ Co-Working Space,คนเยอะ เสียงดัง วุ่นวาย เสียค่าเครื่องดื่ม อาหารในการใช้สถานที่ ไม่ใช่ทุกที่นั่งที่จะมีปลั๊ก  ต้องเดินหาที่นั่งที่เหมาะสมในการนั่งทำงาน,Wifi แรง มีที่นั่งเยอะ บรรยากาศดี  พื้นที่กว้าง  การตกแต่งสวย,6220422067,,13,00
13.30,ประชุมผ่าน MS Team,ไม่สามารถพูดเสียงดัง หรือเปิดลำโพงได้ ต้องใช้หูฟังหลายแบบ ทั้งต่อคอม ต่อไอโฟน และต้องพกสายชาร์จโน้ตบุค ชาร์จไอโฟน ชาร์จไอแพด ต้องขนอุปกรณ์เยอะมาก,มีสมาธิในการทำงาน ไม่สะดุด,6220422067,,13,30
15.00,สั่งน้ำ ขนมของร้านมานั่งกินระหว่างทำงาน,แพง,อร่อย,6220422067,,15,00
17.30,ไปซื้อข้าวเย็นที่ cosmo bazaar เพื่อเอากลับไปกินที่บ้าน,มีของอยากกินเยอะไปหมด เลยซื้อมาเกินจำเป็น กินหมดก็อ้วน,มีอาหารอร่อยให้เลือกซื้อเยอะ,6220422067,,17,30
18.30,รับประทานอาหารเย็นพร้อมกันในครอบครัว,ทุกคนรอกินข้าวพร้อมกัน,สร้างความสัมพันธ์ระหว่างสมาชิกในครอบครัว,6220422067,,18,30
19.30,เล่น Facebook,ยืนนาน เฝ้าตู้อบเพื่อดูสีของขนม เสียเวลาในการเฝ้าไปโดยเปล่าประโยชน์,สร้างรายได้เสริม สร้างภาพพจน์บน Social,6220422067,,19,30
21.00,อาบน้ำ,หนาว,สดชื่น,6220422067,,21,00
21.30,ทาครีม,ขี้เกียจรอครีมซึม  ทั้งที่ซื้อมาหลายตัว หลาย Step,รู้สึกดีที่ผิวได้รับการบำรุง,6220422067,,21,30
21.40,ดู Series,ดูแล้วติดยาว ง่วงแต่อยากดูให้จบ,สนุก คลายเครียด เบาสมอง,6220422067,,21,40
01.00,หลับไปไม่รู้ตัว,,,6220422067,,01,00
06.50,ตื่นนอน เล่นมือถือ,ยังง่วงนอนมากแต่ต้องตื่นเพราะมีเรียน,มีเวลาเตรียมตัวเยอะมากขึ้น,6220422068,,06,50
07.00,อาบน้ำ แต่งตัว,ต้องสระผมเป่าผม แต่งหน้า เลือกชุดใช้เวลานาน,ร่างกายตื่นตัว สะอาด,6220422068,,07,00
08.00,เดินทางไป 101 Digital True Park (BTS),ไกล ใช้เวลา,ได้เล่นมือถือขณะเดินทาง,6220422068,,08,00
08.50,เตรียมพร้อมเริ่มเรียนวิชาแรก,ยังไม่ได้ทานข้าวเช้า หิว,ได้ที่นั่งพร้อมปลั๊กไฟ,6220422068,,08,50
09.00,เรียนวิชาแรก,แอร์ที่ร้านหนาวมาก,ได้ความรู้ ความคิดเห็นจากอาจารย์และเพื่อนร่วมห้อง ไม่เหงา สนุก,6220422068,,09,00
12.00,ทานข้าวเที่ยง,ร้านอาหารเยอะเลือกไม่ถูก,คนน้อยไม่ต้องรอนาน,6220422068,,12,00
13.00,เรียนวิชาสอง พร้อมกับทำการบ้านวิชาอื่น,ง่วงนอนมาก ไม่เข้าใจเนื้อหา,ได้มีเวลาทำการบ้านเพิ่ม,6220422068,,13,00
16.00,"เล่นมือถือ Facebook, Instagram, Shopee",เสียเวลาไปโดยไม่ได้สาระความรู้เพิ่มเติม,ผ่อนคลาย เพลิดเพลิน ไม่เครียด,6220422068,,16,00
17.30,ทานอาหารเย็น เล่นมือถือขณะทานอาหาร,เลือกไม่ถูกว่าจะทานอะไรดี,"ได้เดินออกกำลังกายเลือกร้าน, คนน้อยไม่ต้องรอนาน ",6220422068,,17,30
18.40,ทำการบ้าน และเล่นมือถือ,"ต้องกลับไปย้อนฟังคลิปที่เรียนใหม่, สมาธิเสีย ทำสองอย่าง",เข้าใจเนื้อหารที่เรียนมากขึ้น ได้ฝึกทำแบบฝึกหัด ได้คุยกับเพื่อน,6220422068,,18,40
22.00,เดินทางกลับบ้าน ฟังเพลงด้วย,เหนื่อย ต้องเดินขึ้นลงบันได BTS รอรถไฟ,ผ่อนคลาย เพลิดเพลิน,6220422068,,22,00
23.00,คุยเล่นกับคนในครอบครัว,เวลานอนลดน้อยลง,ได้อัพเดตชีวิตของคนในครอบครัว,6220422068,,23,00
00.10,อาบน้ำเตรียมเข้านอน,ขี้เกียจ,สบายตัว,6220422068,,00,10
00.30,"เล่นมือถือ Facebook, Instagram",เวลานอนลดน้อยลง,ผ่อนคลาย เพลิดเพลิน,6220422068,,00,30
01.00,นอนหลับ,ไม่ได้ทำกิจกรรมอื่น,ชาร์จพลังให้กับร่างกาย,6220422068,,01,00
06.00,ตื่นนอน,ง่วงมากๆ,เริ่มต้นวันใหม่,6220422103,,06,00
06.15,อาบน้ำ,ง่วงและหนาว,"ตื่นตัว, สดชื่น",6220422103,,06,15
06.30,เดินทางไปทำงาน,"ขี้เกียจขับรถ, เบื่อ",ไม่ขาดงาน,6220422103,,06,30
07.00,ถึงที่ทำงาน,"ขี้เกียทำงาน, เหนื่อย",มาทันเวลาเข้างาน,6220422103,,07,00
07.15,กินนม-ขนมปัง,หิว,อิ่มท้อง,6220422103,,07,15
07.30,เปิด email เตรียมการประชุม,"เบื่อ, ซ้ำซาก",ทราบความคืบหน้าของงาน,6220422103,,07,30
07.45,ประชุมกับแผนกซ่อมบำรุง,คุยเรื่องเดิมๆ,ทราบการเสียของเครื่องจักรของเมื่อวาน,6220422103,,07,45
08.00,เตรียมเรื่องประชุมกับแผนก maintenance support,เตรียมข้อมูลรูปแบบเดิมๆ,มีข้อมูลไว้ประชุม,6220422103,,08,00
08.30,ประชุมกับแผนก maintenance support,ง่วง,ได้อัพเดตข่าวสารของโรงงาน,6220422103,,08,30
08.45,ประชุมกับแผนก production,ยืนประชุม เมื่อยขา,ได้อัพเดตข้อมูลฝั่งการผลิต,6220422103,,08,45
09.00,เตรียมข้อมูลประชุมจากฝั่ง production ไปยังแผนกซ่อมบำรุง,จดข้อมูลเยอะ,มีข้อมูลไว้ประชุม,6220422103,,09,00
09.40,ประชุมวางแผนการทำงานในวันนี้กับแผนกซ่อมบำรุง,วางแผนยาก เพราะเป็น immediate action,ได้จัด priority ของงาน,6220422103,,09,40
10.00,ทำงานตามแผนที่วางไว้,เหนื่อย,เริ่มจัดการงานตามแผน,6220422103,,10,00
11.00,เดินไปดูสภาพการทำงานของเครื่องจักร,ร้อน ฝุ่นเยอะ,ทราบสภาพการณ์ของเครื่องจักร,6220422103,,11,00
11.30,พักเที่ยงกินข้าว,หิว,อิ่มท้อง,6220422103,,11,30
12.00,ไปร้านกาแฟ กินกาแฟ,ง่วง,พักผ่อน,6220422103,,12,00
12.15,พูดคุยตามอัธยาศัยกับทีมงาน,เหนื่อย,สนุกสนาน,6220422103,,12,15
12.30,หมดเวลาพัก กลับไปทำงานต่อ,หมดเวลาพักผ่อน,จัดการงานต่อ,6220422103,,12,30
13.00,เดินไปซื้อน้ำหวานมากิน,ง่วง เพลีย,สดชื่น,6220422103,,13,00
13.15,ทำงานต่อ,งานยังเหลือเยอะ,งานเสร็จเป็นอย่างๆ,6220422103,,13,15
14.00,ติดตามสถานะงานของวันนี้ ตามแผนที่ได้วางไว้,ดู progress งานกับแผน,ควบคุมเวลาได้,6220422103,,14,00
15.00,สรุปผลสถานะการทำงานของวันนี้ ว่าตามแผนหรือไม่,เร่งงานให้เสร็จตามแผน,ปิดงานของวันนี้,6220422103,,15,00
16.00,เลิกงาน เดินทางกลับบ้าน,เบื่อการขับรถ,จบงานของวัน,6220422103,,16,00
16.40,ถึงบ้าน นั่งพักผ่อนดูทีวี,เหนื่อย,พักผ่อน,6220422103,,16,40
17.30,เปิดคอมพิวเตอร์,งานยังไม่เสร็จ,เตรียมทำงาน,6220422103,,17,30
17.40,เล่นอินเตอร์เน็ต อ่านบทความออนไลน์,เบื่อ,อัพเดตข่าวสาร,6220422103,,17,40
18.30,กินข้าวเย็น,หิว,หายหิว,6220422103,,18,30
19.00,ทำการบ้าน ป.โท,เหนื่อย ยาก,ได้ความรู้,6220422103,,19,00
19.30,อาบน้ำ,อ่อนเพลีย ง่วง,สดชื่น,6220422103,,19,30
20.00,ทำการบ้าน ป.โท ต่อ,เหนื่อย ขี้เกียจ,ได้ความรู้,6220422103,,20,00
21.00,หาขนม ของหวานมากิน,หิวขนม,อิ่มขนม,6220422103,,21,00
22.00,แปรงฟัน,เริ่มง่วง,สดชื่นขึ้น,6220422103,,22,00
22.30,นั่งดูข่าว,ง่วง แต่ยังไม่อยากนอน,ได้อัพเดตข่าวสารบ้านเมือง,6220422103,,22,30
23.00,เข้านอน,อ่อนเพลีย ง่วง,พักผ่อน,6220422103,,23,00
08.00,ตื่นนอน,ง่วงนอนยังไม่อยากตื่น,,6220422106,,08,00
08.05,นอนเล่นมือถือ,เสียเวลา จะสายแล้ว,เช็คงานเช็คไลน์,6220422106,,08,05
08.30,อาบน้ำ,สายแล้วต้องรีบอาบน้ำ,สะอาดสดชื่น ตื่นเต็มที่,6220422106,,08,30
08.50,ขับรถไปทำงาน,เจอรถติดกับรถขับไม่มีมารยาท,ถึงที่บ้านไวเพราะไม่ต้องรอรถสาธารณะ ไม่เสียเวลา,6220422106,,08,50
09.10,ถึงที่ทำงาน เริ่มทำงาน,ถึงที่ทำงานสาย,ได้เจอได้คุยกับเพื่อนที่ทำงาน,6220422106,,09,10
10.30,พักเบรค กินแซนวิช,ไม่อิ่ม,ได้พัก 10 นาที,6220422106,,10,30
12.00,กินอาหารกลางวัน,ไม่รู้จะกินอะไรดี,พักจากการทำงาน อิ่ม,6220422106,,12,00
13.00,เข้างานช่วงบ่าย,อยากพักต่อ,ทำงานที่ค้างอยู่ให้เสร็จ,6220422106,,13,00
17.50,เตรียมตัวกลับบ้าน,,ดีใจจะได้กลับบ้าน,6220422106,,17,50
17.55,หัวหน้าเรียกประชุม,ไม่เข้าใจ เบื่อทำไมนัดประชุมก่อนเลิกงาน 5นาที ควรนัดในเวลางาน,ได้งานเพิ่มและรู้รายละเอียดปัญหาแต่ละทีมที่ทำงาน,6220422106,,17,55
18.30,เตรียมตัวกลับบ้าน,,ดีใจได้กลับบ้านซักที,6220422106,,18,30
18.40,ขับรถกลับบ้าน,เจอรถติดกับรถขับไม่มีมารยาท,ถึงที่บ้านไวเพราะไม่ต้องรอรถสาธารณะ ไม่เสียเวลา,6220422106,,18,40
19.30,ถึงบ้าน,,ได้พักผ่อน,6220422106,,19,30
20.00,กินอาหารเย็น,อยากสั่งไลน์แมน แม่ไม่ให้สั่งมีกับข้าวแล้ว,อิ่ม ไม่เสียเงิน,6220422106,,20,00
21.00,นอนเล่นมือถือ,เสียเวลา,เช็คงาน เช็คไลน์ เล่นเกม,6220422106,,21,00
22.30,อาบน้ำ,หนาว,สะอาดสดชื่น ตื่นเต็มที่,6220422106,,22,30
23.00,ทาครีม,ทาครีมเยอะแต่ยังไม่เห็นผล,ได้ทาครีมบำรุงไว้เผื่อซักวันจะผิวดีขึ้น,6220422106,,23,00
23.15,เข้า youtube หาอะไรเรียนเพิ่ม,เริ่มง่วงนอน ขี้เกียจ,ได้ความรู้เพิ่มเติม,6220422106,,23,15
11.45,ดูทีวี,เสียเวลา ไม่ได้เรียนให้จบ,ได้ผ่อนคลาย,6220422106,,11,45
00.30,เข้า youtube หาอะไรเรียนเพิ่ม,จำที่เรียนมาไม่ได้ ไปย้อนดูใหม่,ได้เรียนต่อจากที่ค้างไว้,6220422106,,00,30
13.30,เข้านอน,เสียเวลา ไม่ได้เรียนให้จบ,ได้พักผ่อน,6220422106,,13,30
5.45,Wake up to snooze the clock,still dark and feel not ready to get up,keep sleeping,6310422091,,05,45
05.54,"Wake up to snooze the clock, second time","still dark and feel not ready to get up, second time",laying on my bed,6310422091,,05,54
06.03,Get shower and get dress,,Fresh and Hygenity ,6310422091,,06,03
07.00,Laundry,Do not want to categorize white and color clothes,Hygenity,6310422091,,07,00
08.30,Dry clothes,Get sweating,To finish task,6310422091,,08,30
08.50,Have a tuna sandwich,,Get full stomuch,6310422091,,08,50
09.00,Take online class,Headache,Get knowledge,6310422091,,09,00
10.10,Answer wrong quiz,cannot follow the lesson,,6310422091,,10,10
12.00,Do homework,,Skill development,6310422091,,12,00
12.30,Have lunch at baan somtum,waiting queue so long,update status by posting ig stories,6310422091,,12,30
14.00,Try coffee at Horme café,,update status by posting ig stories,6310422091,,14,00
14.10,Online horoscope,Get shock and stress from the prophecy,talk to friend,6310422091,,14,10
17.00,Suanluang Park,Frustrate from overcrowded,,6310422091,,17,00
17.30,Go to Decathlon,,Little exercise from equipment testing,6310422091,,17,30
18.10,Have dinner at Nice Two Meet You,smelly hands and hair,Fullfill my need,6310422091,,18,10
20.00,Wait bus to come back,waiting bus with many strangers,save cost,6310422091,,20,00
21.00,"Watch ""The Wall Song"" tv programme",eyestrain,fun and entertainment,6310422091,,21,00
22.30,Line voice call with close friend,,feel relax,6310422091,,22,30
23.00,Go to bed,,"Get rest, boost energy",6310422091,,23,00
06.30,ตื่นนอน,"ลุกไม่ขึ้น,ไม่อยากตื่น",ได้เห็นแสงแดดยามเช้า,6310422092,,06,30
06.45,อาบน้ำ แต่งตัว,หนาว,"สะอาด,สดชื่น",6310422092,,06,45
07.15,รดน้ำต้นไม้,,"สงบ,ได้สมาธิ",6310422092,,07,15
07.30,กินข้าวเช้า,เร่งรีบ,"มีแรง,อร่อย",6310422092,,07,30
08.00,Morning talk online with team,น่าเบื่อ,,6310422092,,08,00
08.30,ชงกาแฟ,,"ได้กลิ่นหอม, รู้สึกตื่นตัว",6310422092,,08,30
08.35,Check Email,,ติดตามปัญหา,6310422092,,08,35
09.00,ทำงานประจำ monitor daily report,,ติดตามปัญหา,6310422092,,09,00
10.00,ทำงานประจำ Generate report,,มีงานส่ง,6310422092,,10,00
12.00,กินข้าวเที่ยง,ง่วง,"อร่อย,สนุกกับการเลือกอาหาร",6310422092,,12,00
12.40,นอนกลางวัน,,ได้พักผ่อน,6310422092,,12,40
13.00,ชงกาแฟ,,หายง่วง,6310422092,,13,00
13.30,Daily meeting with other team,"ใช้เวลานาน,หลงประเด็น",,6310422092,,13,30
15.30,ทำงานประจำ Generate report,,มีงานส่ง,6310422092,,15,30
16.45,meeting with team,,,6310422092,,16,45
17.00,รดน้ำต้นไม้,,"สงบ,ได้สมาธิ",6310422092,,17,00
17.30,ล้างจาน,,สงบ,6310422092,,17,30
18.00,เล่นเกมส์,,"ได้หัวเราะ,มีเวลากับครอบครัว",6310422092,,18,00
18.30,อาบน้ำ,,สะอาด,6310422092,,18,30
19.00,สวดมนต์,,สงบ,6310422092,,19,00
19.30,กินข้าวเย็น,,"อร่อย,สนุกกับการเลือกอาหาร",6310422092,,19,30
20.00,"เล่น Social,อ่านบทความ",,ได้ความรู้,6310422092,,20,00
20.30,ดูหนัง,เสียเวลาหาหนังสนุก ๆ,"ได้หัวเราะ,มีเวลากับครอบครัว",6310422092,,20,30
22.00,ทำการบ้าน,ง่วง,,6310422092,,22,00
23.59,เข้านอน,,ได้พักผ่อน,6310422092,,23,59
07.30,ตื่นนอน,ไม่อยากลุก,,6220422030,,07,30
07.45,อาบน้ำแต่งตัว,,,6220422030,,07,45
08.00,ออกไปทำงาน,,ใช้รถยนต์ส่วนตัว ไม่ต้องไปเบียดแย่งใช้รถไฟฟ้า,6220422030,,08,00
09.00,ถึงที่ทำงาน,ถ้ารถติดก็ถึงช้ากว่าปกติ,ถ้ารถไม่ติด มีเวลาซื้อของกินก่อนทำงาน,6220422030,,09,00
09.30,ทำงาน,ระบบล่มจะยุ่งหนักมาก,,6220422030,,09,30
11.40,สั่งข้าวกลางวัน,ค่าส่งแพง,ไม่ต้องเดินตากแดดลงไปกิน,6220422030,,11,40
12.10,ลงไปซื้อกาแฟ,บางวันถ้าไม่กิน ตอนบ่ายจะง่วง,,6220422030,,12,10
13.00,ทำงาน,,,6220422030,,13,00
17.00,ประชุมสรุปเคสประจำวัน,เคสเยอะ ลากยาว ,รู้แผน ที่จะทำในวันถัดไป,6220422030,,17,00
18.00,ออกจากที่ทำงาน,,,6220422030,,18,00
18.30,ไปกินข้าวที่ สวนหลวงสแควร์กับเพื่อน,ร้านเหลือน้อย เพราะปิดโควิด,คนไม่เยอะ รถไม่ติด,6220422030,,18,30
19.30,กินของหวานต่อ,อ้วน,,6220422030,,19,30
20.30,ขับรถกลับบ้าน,,รถไม่ติด ขับสบาย,6220422030,,20,30
21.15,ถึงบ้าน,,,6220422030,,21,15
21.20,อาบน้ำ,ต้องอาบ เพราะกลัวเชื้อโรค,,6220422030,,21,20
