stu_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
6220422026,ความลำคาญ,ความลำคาญ,,ความลำคาญ,ง่วง,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,เหนื่อย,ความลำคาญ,เหนื่อย,ความลำคาญ,,,,,,,,,,,,,,,,
6220422027,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,,,,,,,,
6220422029,ความลำคาญ,,,เหนื่อย,,ความลำคาญ,,ความลำคาญ,,,ความลำคาญ,,,,,,,,,เหนื่อย,,,,ง่วง,,,,,,,,,,,,,,
6220422030,ความลำคาญ,,,รถติด-ต้องขับรถ,เหนื่อย,แพง,ความลำคาญ,,ความลำคาญ,,ความลำคาญ,หิว-กลัวอ้วน,,,หนาว,ความลำคาญ,,,,,,,,,,,,,,,,,,,,,,
6220422031,ความลำคาญ,,,,ความลำคาญ,,ความลำคาญ,,แพง,,,,,ความลำคาญ,,,,,,,,,,,,,,,,,,,,,,,,
6220422056,ความลำคาญ,ความลำคาญ,,,,,ความลำคาญ,,,ความลำคาญ,ความลำคาญ,,,,ความลำคาญ,ความลำคาญ,ความลำคาญ,,,,หนาว,ความลำคาญ,,,,,,,,,,,,,,,,
6220422067,ง่วง,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,แพง,ความลำคาญ,ความลำคาญ,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,,,,,,
6220422068,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,,,,,,,
6220422103,เหนื่อย,หนาว,หนาว,ความลำคาญ,หิว-กลัวอ้วน,ความลำคาญ,ง่วง,ความลำคาญ,ง่วง,ความลำคาญ,เหนื่อย,ความลำคาญ,เหนื่อย,ความลำคาญ,หิว-กลัวอ้วน,ง่วง,เหนื่อย,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,หนาว,เหนื่อย,งานเพิ่ม-ไม่เสร็จ,รถติด-ต้องขับรถ,หิว-กลัวอ้วน,ความลำคาญ,ความลำคาญ,ความลำคาญ,หิว-กลัวอ้วน,ง่วง,ความลำคาญ,ความลำคาญ,,,,
6220422106,ความลำคาญ,ความลำคาญ,หนาว,รถติด-ต้องขับรถ,ความลำคาญ,แพง,ความลำคาญ,ง่วง,,ความลำคาญ,,รถติด-ต้องขับรถ,,ความลำคาญ,ความลำคาญ,หนาว,ความลำคาญ,ง่วง,ความลำคาญ,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,
6220422109,ความลำคาญ,ความลำคาญ,,ความลำคาญ,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,,,
6310422091,ความลำคาญ,ความลำคาญ,,ความลำคาญ,ความลำคาญ,,ความลำคาญ,ความลำคาญ,,ความลำคาญ,,ความลำคาญ,ความลำคาญ,,ความลำคาญ,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,,,,,
6310422092,ความลำคาญ,หนาว,,ความลำคาญ,รถติด-ต้องขับรถ,,,,,ง่วง,,,ความลำคาญ,,,,,,,,,,ความลำคาญ,ง่วง,,,,,,,,,,,,,,
6310422093,ง่วง,เหนื่อย,ความลำคาญ,รถติด-ต้องขับรถ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,รถติด-ต้องขับรถ,เหนื่อย,รถติด-ต้องขับรถ,ความลำคาญ,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,,,,,,,
6310422096,ความลำคาญ,หนาว,หนาว,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,หิว-กลัวอ้วน,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,ความลำคาญ,หนาว,ความลำคาญ,ความลำคาญ,ความลำคาญ,,,,,,,,,,,,,,,,,,
